IPL Edition,Date,Time,Stadium,City,Match Details,Team 1,Team 2,Team Bowling,Total Runs Conceeded,Total Wickets Taken,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,178,7,Shami,4.0,0.0,29.0,2.0,1.0,0.0,7.2
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,178,7,Hardik Pandya (c),3.0,0.0,28.0,0.0,0.0,0.0,9.3
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,178,7,Joshua Little,4.0,0.0,41.0,1.0,0.0,0.0,10.2
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,178,7,Rashid Khan,4.0,0.0,26.0,2.0,0.0,0.0,6.5
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,178,7,Alzarri Joseph,4.0,0.0,33.0,2.0,0.0,0.0,8.2
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,178,7,Yash Dayal,1.0,0.0,14.0,0.0,0.0,0.0,14.0
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,182,5,Deepak Chahar,4.0,0.0,29.0,0.0,0.0,0.0,7.2
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,182,5,Tushar Deshpande,3.2,0.0,51.0,1.0,1.0,1.0,15.3
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,182,5,Rajvardhan Hangargekar,4.0,0.0,36.0,3.0,1.0,3.0,9.0
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,182,5,Mitchell Santner,4.0,0.0,32.0,0.0,0.0,0.0,8.0
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,182,5,Ravindra Jadeja,4.0,0.0,28.0,1.0,0.0,0.0,7.0
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,191,5,Umesh,4.0,0.0,27.0,1.0,0.0,0.0,6.8
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,191,5,Southee,4.0,0.0,54.0,2.0,0.0,0.0,13.5
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,191,5,Narine,4.0,0.0,40.0,1.0,0.0,1.0,10.0
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,191,5,Chakaravarthy,4.0,0.0,26.0,1.0,0.0,1.0,6.5
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,191,5,Thakur,4.0,0.0,43.0,0.0,1.0,0.0,10.8
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,146,7,Sam Curran,3.0,0.0,38.0,1.0,0.0,0.0,12.7
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,146,7,Arshdeep Singh,3.0,0.0,19.0,3.0,0.0,0.0,6.3
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,146,7,Nathan Ellis,3.0,0.0,27.0,1.0,2.0,0.0,9.0
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,146,7,Sikandar Raza,3.0,0.0,25.0,1.0,0.0,1.0,8.3
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,146,7,Rishi Dhawan,1.0,0.0,15.0,0.0,0.0,0.0,15.0
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,146,7,Rahul Chahar,2.0,0.0,12.0,1.0,0.0,0.0,6.0
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,146,7,Harpreet Brar,1.0,0.0,7.0,0.0,0.0,0.0,7.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,193,6,Khaleel Ahmed,4.0,0.0,30.0,2.0,0.0,1.0,7.5
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,193,6,Mukesh Kumar,4.0,0.0,34.0,0.0,0.0,1.0,8.5
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,193,6,Chetan Sakariya,4.0,0.0,53.0,2.0,0.0,3.0,13.2
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,193,6,Axar,4.0,0.0,38.0,1.0,0.0,0.0,9.5
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,193,6,Kuldeep Yadav,4.0,0.0,35.0,1.0,0.0,0.0,8.8
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,143,9,Kyle Mayers,1.0,0.0,7.0,0.0,0.0,1.0,7.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,143,9,Jaydev Unadkat,3.0,0.0,39.0,0.0,0.0,6.0,13.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,143,9,Krishnappa Gowtham,4.0,0.0,23.0,0.0,0.0,1.0,5.8
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,143,9,Avesh Khan,4.0,0.0,29.0,2.0,0.0,0.0,7.2
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,143,9,Mark Wood,4.0,0.0,14.0,5.0,1.0,1.0,3.5
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,143,9,Ravi Bishnoi,4.0,0.0,31.0,2.0,0.0,0.0,7.8
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,203,5,Bhuvneshwar (c),3.0,0.0,36.0,0.0,0.0,1.0,12.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,203,5,Fazalhaq Farooqi,4.0,0.0,41.0,2.0,0.0,0.0,10.2
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,203,5,Washington Sundar,3.0,0.0,32.0,0.0,0.0,0.0,10.7
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,203,5,T Natarajan,3.0,0.0,23.0,2.0,0.0,0.0,7.7
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,203,5,Adil Rashid,4.0,0.0,33.0,0.0,0.0,0.0,8.2
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,203,5,Umran Malik,3.0,0.0,32.0,1.0,0.0,1.0,10.7
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,131,8,Trent Boult,4.0,1.0,21.0,2.0,0.0,0.0,5.2
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,131,8,KM Asif,3.0,0.0,15.0,0.0,0.0,1.0,5.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,131,8,Jason Holder,3.0,0.0,16.0,1.0,0.0,0.0,5.3
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,131,8,Ravichandran Ashwin,4.0,0.0,27.0,1.0,0.0,2.0,6.8
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,131,8,Yuzvendra Chahal,4.0,0.0,17.0,4.0,0.0,0.0,4.2
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,131,8,Navdeep Saini,2.0,0.0,34.0,0.0,3.0,0.0,17.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,171,7,Siraj,4.0,0.0,21.0,1.0,0.0,6.0,5.2
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,171,7,R Topley,2.0,0.0,14.0,1.0,0.0,0.0,7.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,171,7,Akash Deep,3.0,0.0,29.0,1.0,0.0,0.0,9.7
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,171,7,Harshal Patel,4.0,0.0,43.0,1.0,1.0,2.0,10.8
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,171,7,Karn Sharma,4.0,0.0,32.0,2.0,0.0,1.0,8.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,171,7,M Bracewell,2.0,0.0,16.0,1.0,0.0,0.0,8.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,171,7,Maxwell,1.0,0.0,16.0,0.0,0.0,1.0,16.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,172,2,Jason Behrendorff,3.0,0.0,37.0,0.0,0.0,0.0,12.3
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,172,2,Arshad Khan,2.2,0.0,28.0,1.0,0.0,4.0,12.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,172,2,Jofra Archer,4.0,0.0,33.0,0.0,0.0,0.0,8.2
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,172,2,Piyush Chawla,4.0,0.0,26.0,0.0,0.0,0.0,6.5
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,172,2,Cameron Green,2.0,0.0,30.0,1.0,0.0,0.0,15.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,172,2,Hrithik Shokeen,1.0,0.0,17.0,0.0,0.0,0.0,17.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,217,7,K Mayers,2.0,0.0,16.0,0.0,0.0,1.0,8.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,217,7,Avesh Khan,3.0,0.0,39.0,1.0,0.0,5.0,13.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,217,7,Krunal Pandya,,0.0,21.0,0.0,0.0,0.0,10.5
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,217,7,K Gowtham,1.0,0.0,20.0,0.0,0.0,0.0,20.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,217,7,Mark Wood,4.0,0.0,49.0,3.0,0.0,0.0,12.2
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,217,7,Yash Thakur,4.0,0.0,36.0,0.0,1.0,0.0,9.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,217,7,Ravi Bishnoi,4.0,0.0,28.0,3.0,0.0,1.0,7.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,205,7,Deepak Chahar,4.0,0.0,55.0,0.0,0.0,5.0,13.8
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,205,7,Ben Stokes,1.0,0.0,18.0,0.0,0.0,0.0,18.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,205,7,Tushar Deshpande,4.0,0.0,45.0,2.0,3.0,4.0,11.2
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,205,7,Moeen Ali,4.0,0.0,26.0,4.0,0.0,1.0,6.5
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,205,7,Mitchell Santner,4.0,0.0,21.0,1.0,0.0,0.0,5.2
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,205,7,RS Hangargekar,2.0,0.0,24.0,0.0,0.0,3.0,12.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,205,7,Ravindra Jadeja,1.0,0.0,14.0,0.0,0.0,0.0,14.0
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Gujarat Titans Innings,162,8,Shami,4.0,0.0,41.0,3.0,0.0,10.0,10.2
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Gujarat Titans Innings,162,8,Joshua Little,4.0,0.0,27.0,0.0,0.0,0.0,6.8
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Gujarat Titans Innings,162,8,Hardik Pandya (c),3.0,0.0,18.0,0.0,0.0,0.0,6.0
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Gujarat Titans Innings,162,8,Alzarri Joseph,4.0,0.0,29.0,2.0,0.0,1.0,7.2
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Gujarat Titans Innings,162,8,Yash Dayal,1.0,0.0,12.0,0.0,0.0,0.0,12.0
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Gujarat Titans Innings,162,8,Rashid Khan,4.0,0.0,31.0,3.0,0.0,0.0,7.8
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Delhi Capitals Innings,163,4,Khaleel Ahmed,4.0,0.0,38.0,1.0,0.0,1.0,9.5
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Delhi Capitals Innings,163,4,Mukesh Kumar,4.0,0.0,42.0,0.0,0.0,1.0,10.5
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Delhi Capitals Innings,163,4,Anrich Nortje,4.0,0.0,39.0,2.0,2.0,0.0,9.8
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Delhi Capitals Innings,163,4,Mitchell Marsh,3.1,0.0,24.0,1.0,0.0,1.0,7.6
2023,2023-04-04,07:30 PM,Arun Jaitley Stadium,Delhi,"Delhi Capitals vs Gujarat Titans, 7th Match",Delhi Capitals,Gujarat Titans,Delhi Capitals Innings,163,4,Kuldeep Yadav,3.0,0.0,18.0,0.0,0.0,1.0,6.0
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Rajasthan Royals Innings,197,4,Boult,4.0,0.0,38.0,0.0,0.0,2.0,9.5
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Rajasthan Royals Innings,197,4,KM Asif,4.0,0.0,54.0,0.0,1.0,4.0,13.5
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Rajasthan Royals Innings,197,4,Ashwin,4.0,0.0,25.0,1.0,0.0,1.0,6.2
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Rajasthan Royals Innings,197,4,Holder,4.0,0.0,29.0,2.0,0.0,0.0,7.2
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Rajasthan Royals Innings,197,4,Chahal,4.0,0.0,50.0,1.0,0.0,1.0,12.5
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Punjab Kings Innings,192,7,Sam Curran,4.0,0.0,44.0,0.0,0.0,0.0,11.0
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Punjab Kings Innings,192,7,Arshdeep Singh,4.0,0.0,47.0,2.0,0.0,3.0,11.8
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Punjab Kings Innings,192,7,Harpreet Brar,2.0,0.0,15.0,0.0,0.0,0.0,7.5
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Punjab Kings Innings,192,7,Nathan Ellis,4.0,0.0,30.0,4.0,0.0,0.0,7.5
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Punjab Kings Innings,192,7,Rahul Chahar,4.0,0.0,31.0,0.0,0.0,0.0,7.8
2023,2023-04-05,07:30 PM,Barsapara Cricket Stadium,Guwahati,"Rajasthan Royals vs Punjab Kings, 8th Match",Rajasthan Royals,Punjab Kings,Punjab Kings Innings,192,7,Sikandar Raza,2.0,0.0,24.0,0.0,0.0,6.0,12.0
2023,2023-04-06,07:30 PM,Eden Gardens,Kolkata,"Kolkata Knight Riders vs Royal Challengers Bangalore, 9th Match",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,204,7,Siraj,4.0,0.0,44.0,1.0,1.0,7.0,11.0
2023,2023-04-06,07:30 PM,Eden Gardens,Kolkata,"Kolkata Knight Riders vs Royal Challengers Bangalore, 9th Match",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,204,7,Willey,4.0,1.0,16.0,2.0,0.0,1.0,4.0
